train,valid
0.6589035876704059,0.6818444392136864
0.6584352953701851,0.6813691829270244
0.6579680709384816,0.6808950937158854
0.6575019106202566,0.6804221673369327
0.6570368106540733,0.6799503995490633
0.656572767325606,0.6794797861588329
0.6561097769483087,0.6790103230137376
0.6556478358285278,0.6785420059446063
0.655186940317232,0.6780748308324843
0.6547270867647513,0.6776087935684357
0.6542682715602044,0.6771438900776611
0.6538104910857447,0.6766801162776174
0.6533537417686511,0.67621746814448
0.6528980200322169,0.6757559416451361
0.6524433223451979,0.6752955327980826
0.6519896451654176,0.6748362376169296
0.6515434711323865,0.6743793484020341
0.6510918027238018,0.6739222567651859
0.6506476189734117,0.6734675611673595
0.6502044304926757,0.6730136031901179
0.649762233613727,0.6725610898354851
0.6493210252273668,0.6721093070198886
0.6488808016382832,0.6716589605450742
0.6484350332588567,0.671208009233653
0.6479967589282504,0.6707598106194169
0.6475594597805131,0.6703126821404174
0.647123132108714,0.669866266895538
0.646687772981954,0.6694212676563456
0.6462533788201518,0.6689769748289349
0.6458199466362232,0.6685340900385794
0.6453809065776668,0.6680905449350059
0.6449493779136412,0.6676497562628527
0.64451880138151,0.6672096605461826
0.6440891739462437,0.6667709572434
0.6436604923054835,0.6663329402482813
0.6432327534191448,0.6658963079888883
0.6427993586966817,0.6654586467973264
0.6423734854193144,0.6650240680813518
0.6419485455184438,0.6645901626480291
0.641524535869027,0.6641576268080478
0.6411014534620318,0.6637257578096166
0.6406792951286098,0.6632952509419554
0.6402580579603755,0.6628654045347182
0.6398311047792076,0.662435497889308
0.6394116904719727,0.66200765688401
0.6389931881432706,0.6615811633969075
0.638575595036749,0.6611553178102495
0.6381589079307612,0.6607308125332837
0.6377431241518882,0.6603066329640432
0.6373215783886016,0.6598826641785533
0.6369075819843957,0.6594611130424687
0.6364944798316622,0.6590401944811697
0.6360822693829906,0.6586205985238228
0.635670947453018,0.6582016291037739
0.6352605114377673,0.6577839753243641
0.6348442685886732,0.6573654801339761
0.634435585502767,0.6569497523296108
0.6340277796398217,0.6565346391562282
0.6336208483320702,0.6561208279727493
0.6332147886813015,0.6557076255509312
0.6328095979750328,0.6552957183968267
0.6323985565032254,0.6548829292284171
0.6319950853038004,0.6544729103412015
0.6315924747822458,0.6540631820561859
0.6311907221723981,0.6536550426642097
0.6307832878751989,0.6532481751659486
0.6303832198024026,0.6528418860667912
0.6299774759388591,0.6524368565715003
0.6295725910207361,0.6520330907229267
0.6291750183925076,0.6516292035585938
0.6287718079963251,0.6512272574525718
0.6283758936073467,0.650825191256104
0.6279743245414119,0.6504233177324195
0.6275736229113433,0.650024088999451
0.6271801635170725,0.6496247274606927
0.6267810870815554,0.6492255619064139
0.6263828709616808,0.648828682676581
0.6259918208787045,0.6484306193319237
0.6255952368011823,0.6480358588197581
0.6251994831806709,0.6476416454350917
0.6248108421530808,0.6472462427271257
0.6244167056708553,0.6468537895553146
0.6240233691674183,0.6464608485733427
0.6236371376669887,0.6460697912456391
0.6232454262853964,0.6456799617757333
0.6228545070099065,0.6452896435630173
0.6224706409661098,0.6449008482706843
0.6220813326583535,0.6445139583064108
0.6216990159716125,0.6441255345560843
0.621311285741272,0.6437400201338288
0.6209243354947199,0.643354015507455
0.6205443710739937,0.642969510910851
0.6201590078780206,0.6425868949527354
0.6197744170862335,0.6422034478426132
0.6193967609233711,0.641821481703325
0.6190137202826635,0.6414397234930657
0.6186314910600244,0.6410601476464916
0.6182561222841286,0.6406810360475699
0.6178754060615367,0.6403017958032221
0.6174954947021353,0.6399244344857633
0.6171223928973527,0.6395478144930403
0.6167439804108892,0.639171069155405
0.6163663663302457,0.6387964766702929
0.6159954873070892,0.6384206679577051
0.6156193818157666,0.6380477133034134
0.6152440448433825,0.6376759170385826
0.6148753919336919,0.6373025612252275
0.6145015500707905,0.6369320487494875
0.614134402059594,0.6365619675446575
0.6137620230976369,0.6361917604033487
0.6133904250091946,0.6358236678286685
0.6130254465097114,0.6354543569945104
0.6126553218471891,0.6350878626741389
0.6122859481902982,0.6347225064746106
0.6119231437090344,0.6343555895048321
0.6115552303374533,0.6339914786252633
0.6111880615643178,0.6336281603380937
