train,valid
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
0.8869544571075183,0.8581798358868422
